average high,average low,average rain,Capital,Lat,Lng,State,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Poverty Rate
"{'jan': 44.0, 'feb': 48.0, 'mar': 56.0, 'apr': 65.0, 'may': 74.0, 'jun': 83.0, 'jul': 86.0, 'aug': 83.0, 'sep': 78.0, 'oct': 67.0, 'nov': 53.0, 'dec': 43.0}","{'jan': 17.0, 'feb': 22.0, 'mar': 26.0, 'apr': 32.0, 'may': 41.0, 'jun': 49.0, 'jul': 54.0, 'aug': 53.0, 'sep': 47.0, 'oct': 35.0, 'nov': 25.0, 'dec': 17.0}","{'jan': 0.6, 'feb': 0.53, 'mar': 0.94, 'apr': 0.77, 'may': 0.94, 'jun': 1.29, 'jul': 2.33, 'aug': 2.23, 'sep': 1.54, 'oct': 1.33, 'nov': 0.85, 'dec': 0.83}",santa_fe,35.68224,-105.939728,35,2092454.0,37.8,49754.0,27230.0,392065.0,18.7370905166852
"{'jan': 51.0, 'feb': 56.0, 'mar': 64.0, 'apr': 73.0, 'may': 79.0, 'jun': 86.0, 'jul': 89.0, 'aug': 87.0, 'sep': 82.0, 'oct': 72.0, 'nov': 63.0, 'dec': 54.0}","{'jan': 32.0, 'feb': 34.0, 'mar': 41.0, 'apr': 48.0, 'may': 57.0, 'jun': 65.0, 'jul': 69.0, 'aug': 68.0, 'sep': 62.0, 'oct': 50.0, 'nov': 42.0, 'dec': 35.0}","{'jan': 4.45, 'feb': 3.58, 'mar': 4.45, 'apr': 2.99, 'may': 3.94, 'jun': 4.06, 'jul': 4.49, 'aug': 4.21, 'sep': 4.41, 'oct': 3.58, 'nov': 3.19, 'dec': 3.23}",raleigh,35.780429999999996,-78.639099,37,10264876.0,38.7,54602.0,30783.0,1467591.0,14.297211188912561
"{'jan': 23.0, 'feb': 28.0, 'mar': 40.0, 'apr': 57.0, 'may': 68.0, 'jun': 77.0, 'jul': 85.0, 'aug': 83.0, 'sep': 72.0, 'oct': 58.0, 'nov': 40.0, 'dec': 26.0}","{'jan': 2.0, 'feb': 8.0, 'mar': 19.0, 'apr': 31.0, 'may': 43.0, 'jun': 52.0, 'jul': 57.0, 'aug': 56.0, 'sep': 45.0, 'oct': 32.0, 'nov': 19.0, 'dec': 6.0}","{'jan': 0.43, 'feb': 0.51, 'mar': 0.87, 'apr': 1.26, 'may': 2.4, 'jun': 3.17, 'jul': 2.89, 'aug': 2.28, 'sep': 1.59, 'oct': 1.25, 'nov': 0.71, 'dec': 0.49}",bismarck,46.82085,-100.78331800000001,38,756717.0,35.1,64894.0,36062.0,78198.0,10.333850039050263
"{'jan': 31.0, 'feb': 35.0, 'mar': 44.0, 'apr': 58.0, 'may': 69.0, 'jun': 78.0, 'jul': 82.0, 'aug': 80.0, 'sep': 72.0, 'oct': 60.0, 'nov': 48.0, 'dec': 36.0}","{'jan': 15.0, 'feb': 17.0, 'mar': 26.0, 'apr': 37.0, 'may': 47.0, 'jun': 56.0, 'jul': 61.0, 'aug': 60.0, 'sep': 52.0, 'oct': 40.0, 'nov': 31.0, 'dec': 21.0}","{'jan': 2.59, 'feb': 2.2, 'mar': 3.21, 'apr': 3.17, 'may': 3.61, 'jun': 3.79, 'jul': 4.12, 'aug': 3.46, 'sep': 3.3, 'oct': 3.68, 'nov': 3.29, 'dec': 2.93}",albany,42.652843,-73.757874,36,19572319.0,38.8,68486.0,39326.0,2681277.0,13.699332204834798
"{'jan': 36.0, 'feb': 40.0, 'mar': 52.0, 'apr': 63.0, 'may': 73.0, 'jun': 82.0, 'jul': 85.0, 'aug': 84.0, 'sep': 77.0, 'oct': 65.0, 'nov': 52.0, 'dec': 41.0}","{'jan': 20.0, 'feb': 24.0, 'mar': 32.0, 'apr': 41.0, 'may': 52.0, 'jun': 61.0, 'jul': 65.0, 'aug': 63.0, 'sep': 56.0, 'oct': 44.0, 'nov': 35.0, 'dec': 26.0}","{'jan': 13.0, 'feb': 11.0, 'mar': 13.0, 'apr': 13.0, 'may': 12.0, 'jun': 10.0, 'jul': 10.0, 'aug': 10.0, 'sep': 8.0, 'oct': 9.0, 'nov': 11.0, 'dec': 13.0}",columbus,39.961346,-82.99906899999998,39,11655397.0,39.4,56602.0,31552.0,1588343.0,13.627532378347988
"{'jan': 50.0, 'feb': 55.0, 'mar': 63.0, 'apr': 72.0, 'may': 80.0, 'jun': 88.0, 'jul': 94.0, 'aug': 93.0, 'sep': 85.0, 'oct': 73.0, 'nov': 62.0, 'dec': 51.0}","{'jan': 29.0, 'feb': 33.0, 'mar': 41.0, 'apr': 50.0, 'may': 60.0, 'jun': 68.0, 'jul': 72.0, 'aug': 71.0, 'sep': 63.0, 'oct': 52.0, 'nov': 40.0, 'dec': 31.0}","{'jan': 1.39, 'feb': 1.58, 'mar': 3.06, 'apr': 3.07, 'may': 4.65, 'jun': 4.93, 'jul': 2.93, 'aug': 3.28, 'sep': 4.06, 'oct': 3.71, 'nov': 1.98, 'dec': 1.88}",oklahoma_city,35.492207,-97.503342,40,3932870.0,36.6,52919.0,28422.0,598373.0,15.214665117331615
"{'jan': 48.0, 'feb': 52.0, 'mar': 56.0, 'apr': 61.0, 'may': 68.0, 'jun': 74.0, 'jul': 82.0, 'aug': 82.0, 'sep': 77.0, 'oct': 64.0, 'nov': 53.0, 'dec': 46.0}","{'jan': 35.0, 'feb': 35.0, 'mar': 37.0, 'apr': 40.0, 'may': 45.0, 'jun': 49.0, 'jul': 53.0, 'aug': 53.0, 'sep': 48.0, 'oct': 42.0, 'nov': 38.0, 'dec': 34.0}","{'jan': 5.96, 'feb': 4.56, 'mar': 3.99, 'apr': 2.81, 'may': 2.22, 'jun': 1.55, 'jul': 0.46, 'aug': 0.45, 'sep': 1.28, 'oct': 3.03, 'nov': 6.5, 'dec': 6.86}",salem,44.938461,-123.030403,41,4129803.0,39.3,62818.0,33763.0,533527.0,12.918945528394456
"{'jan': 38.0, 'feb': 41.0, 'mar': 51.0, 'apr': 63.0, 'may': 73.0, 'jun': 81.0, 'jul': 86.0, 'aug': 84.0, 'sep': 76.0, 'oct': 64.0, 'nov': 53.0, 'dec': 42.0}","{'jan': 23.0, 'feb': 25.0, 'mar': 33.0, 'apr': 42.0, 'may': 51.0, 'jun': 61.0, 'jul': 66.0, 'aug': 64.0, 'sep': 57.0, 'oct': 45.0, 'nov': 36.0, 'dec': 28.0}","{'jan': 3.19, 'feb': 2.87, 'mar': 3.58, 'apr': 3.31, 'may': 4.61, 'jun': 3.98, 'jul': 3.23, 'aug': 3.23, 'sep': 3.66, 'oct': 3.07, 'nov': 3.54, 'dec': 3.23}",harrisburg,40.264378,-76.88359799999998,42,12791530.0,40.8,61744.0,34352.0,1539183.0,12.032829536419802
"{'jan': 37.0, 'feb': 40.0, 'mar': 48.0, 'apr': 59.0, 'may': 68.0, 'jun': 78.0, 'jul': 83.0, 'aug': 81.0, 'sep': 74.0, 'oct': 63.0, 'nov': 53.0, 'dec': 42.0}","{'jan': 21.0, 'feb': 24.0, 'mar': 30.0, 'apr': 40.0, 'may': 49.0, 'jun': 58.0, 'jul': 64.0, 'aug': 63.0, 'sep': 55.0, 'oct': 44.0, 'nov': 36.0, 'dec': 26.0}","{'jan': 11.0, 'feb': 9.0, 'mar': 11.0, 'apr': 11.0, 'may': 12.0, 'jun': 10.0, 'jul': 9.0, 'aug': 9.0, 'sep': 8.0, 'oct': 9.0, 'nov': 10.0, 'dec': 11.0}",providence,41.830914,-71.414963,44,1057231.0,39.9,67167.0,36121.0,125826.0,11.901467134429467
"{'jan': 58.0, 'feb': 63.0, 'mar': 71.0, 'apr': 80.0, 'may': 87.0, 'jun': 92.0, 'jul': 95.0, 'aug': 93.0, 'sep': 88.0, 'oct': 78.0, 'nov': 69.0, 'dec': 60.0}","{'jan': 37.0, 'feb': 41.0, 'mar': 47.0, 'apr': 54.0, 'may': 62.0, 'jun': 70.0, 'jul': 73.0, 'aug': 72.0, 'sep': 67.0, 'oct': 55.0, 'nov': 47.0, 'dec': 39.0}","{'jan': 3.85, 'feb': 3.77, 'mar': 4.21, 'apr': 2.66, 'may': 3.0, 'jun': 5.29, 'jul': 5.44, 'aug': 4.86, 'sep': 3.6, 'oct': 3.13, 'nov': 3.09, 'dec': 3.4}",columbia,34.000343,-81.033211,45,5020806.0,39.4,53199.0,29426.0,741650.0,14.771532698136516
"{'jan': 30.0, 'feb': 35.0, 'mar': 45.0, 'apr': 60.0, 'may': 70.0, 'jun': 80.0, 'jul': 89.0, 'aug': 87.0, 'sep': 76.0, 'oct': 61.0, 'nov': 44.0, 'dec': 31.0}","{'jan': 10.0, 'feb': 14.0, 'mar': 24.0, 'apr': 34.0, 'may': 46.0, 'jun': 55.0, 'jul': 62.0, 'aug': 60.0, 'sep': 49.0, 'oct': 36.0, 'nov': 23.0, 'dec': 12.0}","{'jan': 0.42, 'feb': 0.59, 'mar': 1.21, 'apr': 1.81, 'may': 3.15, 'jun': 3.57, 'jul': 2.61, 'aug': 1.8, 'sep': 1.87, 'oct': 1.65, 'nov': 0.7, 'dec': 0.55}",pierre,44.367031,-100.346405,46,870638.0,37.0,58275.0,30773.0,110553.0,12.697929564296524
"{'jan': 47.0, 'feb': 52.0, 'mar': 61.0, 'apr': 71.0, 'may': 78.0, 'jun': 86.0, 'jul': 89.0, 'aug': 89.0, 'sep': 82.0, 'oct': 72.0, 'nov': 60.0, 'dec': 49.0}","{'jan': 28.0, 'feb': 32.0, 'mar': 39.0, 'apr': 47.0, 'may': 57.0, 'jun': 65.0, 'jul': 69.0, 'aug': 68.0, 'sep': 61.0, 'oct': 49.0, 'nov': 39.0, 'dec': 31.0}","{'jan': 12.0, 'feb': 11.0, 'mar': 12.0, 'apr': 11.0, 'may': 11.0, 'jun': 9.0, 'jul': 10.0, 'aug': 9.0, 'sep': 7.0, 'oct': 7.0, 'nov': 9.0, 'dec': 11.0}",nashville,36.16581,-86.78424100000002,47,6709356.0,38.7,53320.0,29859.0,996930.0,14.858803139973496
"{'jan': 62.0, 'feb': 65.0, 'mar': 72.0, 'apr': 80.0, 'may': 87.0, 'jun': 92.0, 'jul': 96.0, 'aug': 97.0, 'sep': 91.0, 'oct': 82.0, 'nov': 71.0, 'dec': 63.0}","{'jan': 42.0, 'feb': 45.0, 'mar': 51.0, 'apr': 59.0, 'may': 67.0, 'jun': 72.0, 'jul': 74.0, 'aug': 75.0, 'sep': 69.0, 'oct': 61.0, 'nov': 51.0, 'dec': 42.0}","{'jan': 2.22, 'feb': 2.02, 'mar': 2.76, 'apr': 2.09, 'may': 4.36, 'jun': 4.33, 'jul': 1.88, 'aug': 2.35, 'sep': 2.99, 'oct': 3.88, 'nov': 2.96, 'dec': 2.4}",austin,30.27467,-97.740349,48,28260856.0,34.6,61874.0,31277.0,4072194.0,14.409308762622054
"{'jan': 38.0, 'feb': 44.0, 'mar': 53.0, 'apr': 61.0, 'may': 71.0, 'jun': 82.0, 'jul': 90.0, 'aug': 89.0, 'sep': 78.0, 'oct': 65.0, 'nov': 50.0, 'dec': 40.0}","{'jan': 26.0, 'feb': 31.0, 'mar': 38.0, 'apr': 43.0, 'may': 52.0, 'jun': 61.0, 'jul': 69.0, 'aug': 67.0, 'sep': 58.0, 'oct': 46.0, 'nov': 36.0, 'dec': 27.0}","{'jan': 10.0, 'feb': 9.0, 'mar': 10.0, 'apr': 9.0, 'may': 8.0, 'jun': 5.0, 'jul': 4.0, 'aug': 6.0, 'sep': 5.0, 'oct': 6.0, 'nov': 7.0, 'dec': 9.0}",salt_lake_city,40.77747700000001,-111.88823700000002,49,3096848.0,30.8,71621.0,29775.0,298537.0,9.64002753767702
"{'jan': 26.0, 'feb': 30.0, 'mar': 39.0, 'apr': 53.0, 'may': 66.0, 'jun': 74.0, 'jul': 78.0, 'aug': 77.0, 'sep': 69.0, 'oct': 56.0, 'nov': 44.0, 'dec': 32.0}","{'jan': 7.0, 'feb': 10.0, 'mar': 19.0, 'apr': 31.0, 'may': 42.0, 'jun': 51.0, 'jul': 56.0, 'aug': 54.0, 'sep': 46.0, 'oct': 35.0, 'nov': 27.0, 'dec': 14.0}","{'jan': 2.45, 'feb': 2.04, 'mar': 2.39, 'apr': 2.66, 'may': 3.37, 'jun': 3.8, 'jul': 4.08, 'aug': 4.01, 'sep': 3.12, 'oct': 3.44, 'nov': 3.17, 'dec': 2.74}",montpelier,44.262436,-72.580536,50,624313.0,42.9,61973.0,34577.0,65652.0,10.51587905425644
"{'jan': 47.0, 'feb': 51.0, 'mar': 60.0, 'apr': 70.0, 'may': 78.0, 'jun': 86.0, 'jul': 90.0, 'aug': 88.0, 'sep': 81.0, 'oct': 71.0, 'nov': 61.0, 'dec': 51.0}","{'jan': 28.0, 'feb': 31.0, 'mar': 37.0, 'apr': 46.0, 'may': 55.0, 'jun': 65.0, 'jul': 69.0, 'aug': 67.0, 'sep': 60.0, 'oct': 48.0, 'nov': 39.0, 'dec': 31.0}","{'jan': 9.0, 'feb': 8.0, 'mar': 10.0, 'apr': 10.0, 'may': 10.0, 'jun': 10.0, 'jul': 11.0, 'aug': 9.0, 'sep': 8.0, 'oct': 7.0, 'nov': 8.0, 'dec': 9.0}",richmond,37.538857,-77.43364,51,8454463.0,38.2,74222.0,39278.0,865691.0,10.239455776197733
"{'jan': 46.0, 'feb': 49.0, 'mar': 54.0, 'apr': 59.0, 'may': 65.0, 'jun': 71.0, 'jul': 77.0, 'aug': 78.0, 'sep': 72.0, 'oct': 60.0, 'nov': 50.0, 'dec': 44.0}","{'jan': 34.0, 'feb': 33.0, 'mar': 35.0, 'apr': 38.0, 'may': 43.0, 'jun': 48.0, 'jul': 51.0, 'aug': 51.0, 'sep': 46.0, 'oct': 40.0, 'nov': 36.0, 'dec': 33.0}","{'jan': 7.84, 'feb': 5.27, 'mar': 5.29, 'apr': 3.54, 'may': 2.33, 'jun': 1.76, 'jul': 0.63, 'aug': 0.94, 'sep': 1.71, 'oct': 4.6, 'nov': 8.63, 'dec': 7.46}",olympia,47.035804999999996,-122.905014,53,7404107.0,37.7,73775.0,38915.0,785244.0,10.6055193421705
"{'jan': 42.0, 'feb': 47.0, 'mar': 56.0, 'apr': 68.0, 'may': 75.0, 'jun': 82.0, 'jul': 85.0, 'aug': 84.0, 'sep': 78.0, 'oct': 68.0, 'nov': 57.0, 'dec': 46.0}","{'jan': 26.0, 'feb': 29.0, 'mar': 35.0, 'apr': 44.0, 'may': 53.0, 'jun': 62.0, 'jul': 66.0, 'aug': 65.0, 'sep': 57.0, 'oct': 45.0, 'nov': 37.0, 'dec': 29.0}","{'jan': 3.0, 'feb': 3.19, 'mar': 3.91, 'apr': 3.24, 'may': 4.8, 'jun': 4.29, 'jul': 4.94, 'aug': 3.74, 'sep': 3.25, 'oct': 2.67, 'nov': 3.73, 'dec': 3.27}",charleston,38.336246,-81.612328,54,1817305.0,42.5,46711.0,26480.0,310044.0,17.06064749725555
"{'jan': 26.0, 'feb': 31.0, 'mar': 43.0, 'apr': 57.0, 'may': 68.0, 'jun': 78.0, 'jul': 82.0, 'aug': 79.0, 'sep': 72.0, 'oct': 59.0, 'nov': 44.0, 'dec': 30.0}","{'jan': 11.0, 'feb': 15.0, 'mar': 25.0, 'apr': 36.0, 'may': 46.0, 'jun': 56.0, 'jul': 61.0, 'aug': 59.0, 'sep': 50.0, 'oct': 39.0, 'nov': 28.0, 'dec': 16.0}","{'jan': 1.23, 'feb': 1.45, 'mar': 2.2, 'apr': 3.4, 'may': 3.55, 'jun': 4.54, 'jul': 4.18, 'aug': 4.27, 'sep': 3.13, 'oct': 2.4, 'nov': 2.39, 'dec': 1.74}",madison,43.07468400000001,-89.384445,55,5790716.0,39.5,61747.0,33375.0,639160.0,11.037667880794015
"{'jan': 40.0, 'feb': 40.0, 'mar': 47.0, 'apr': 55.0, 'may': 65.0, 'jun': 75.0, 'jul': 83.0, 'aug': 81.0, 'sep': 72.0, 'oct': 59.0, 'nov': 47.0, 'dec': 38.0}","{'jan': 18.0, 'feb': 19.0, 'mar': 24.0, 'apr': 31.0, 'may': 40.0, 'jun': 49.0, 'jul': 56.0, 'aug': 54.0, 'sep': 45.0, 'oct': 34.0, 'nov': 24.0, 'dec': 17.0}","{'jan': 4.0, 'feb': 6.0, 'mar': 8.0, 'apr': 10.0, 'may': 12.0, 'jun': 11.0, 'jul': 10.0, 'aug': 11.0, 'sep': 8.0, 'oct': 7.0, 'nov': 6.0, 'dec': 6.0}",cheyenne,41.140259,-104.820236,56,581024.0,37.7,64049.0,33366.0,62257.0,10.715047915404528
